date,USD Curncy,KRW Curncy,MYR Curncy,CNY Curncy,THB Curncy,IDR Curncy,TWD Curncy,INR Curncy,JPY Curncy,AUD Curncy,GBP Curncy,EUR Curncy,SNEER Index
2001-02-02,1.0,1248.5,3.8005,8.2774,42.365,9550.0,32.311,46.41,115.75,0.553,1.4707,0.9364,101.58
2001-02-09,1.0,1264.0,3.7995,8.2764,42.575,9550.0,32.278,46.475,117.5,0.5365,1.4446,0.9242,101.58
2001-02-16,1.0,1243.0,3.8005,8.277,42.475,9600.0,32.274,46.535,115.73,0.5288,1.4483,0.915,101.79
2001-02-23,1.0,1247.5,3.7995,8.2774,43.05,9638.0,32.357,46.605,115.8,0.5265,1.455,0.9176,102.16
2001-03-02,1.0,1272.0,3.8005,8.2782,43.375,9875.0,32.363,46.55,119.01,0.5303,1.4681,0.9358,102.16
2001-03-09,1.0,1269.3,3.7995,8.2774,43.575,10155.0,32.406,46.54,119.53,0.5089,1.4698,0.9328,101.76
2001-03-16,1.0,1291.0,3.7995,8.2771,44.045,10300.0,32.691,46.705,123.03,0.4943,1.4318,0.8978,102.02
2001-03-23,1.0,1309.5,3.7995,8.2773,44.195,10413.0,32.775,46.695,122.76,0.4964,1.425,0.8899,101.94
2001-03-30,1.0,1331.5,3.8005,8.2777,45.025,10425.0,32.843,46.615,126.34,0.4856,1.4161,0.8767,101.2
2001-04-06,1.0,1342.5,3.8005,8.2767,45.5,10900.0,32.922,46.555,123.77,0.4985,1.44,0.9042,100.71
2001-04-13,1.0,1316.05,3.7995,8.2772,45.325,10613.0,32.9,46.845,124.2,0.5078,1.4389,0.8882,100.72
2001-04-20,1.0,1313.0,3.7995,8.2775,45.65,11775.0,32.885,46.825,122.54,0.515,1.4412,0.9022,100.93
2001-04-27,1.0,1327.0,3.7995,8.2773,45.675,11875.0,32.928,46.85,124.0,0.5097,1.4367,0.8918,100.73
2001-05-04,1.0,1291.9,3.7995,8.2774,45.655,10950.0,32.845,46.825,121.35,0.5191,1.4393,0.8925,100.07
2001-05-11,1.0,1297.1,3.7995,8.2771,45.48,11278.0,32.87,46.885,122.51,0.5218,1.419,0.8753,100.04
2001-05-18,1.0,1307.0,3.7995,8.2768,45.535,11375.0,32.93,46.935,123.5,0.5301,1.4395,0.8814,100.7
2001-05-25,1.0,1288.5,3.7995,8.2771,45.555,11425.0,33.5,46.975,120.65,0.5205,1.4225,0.8611,101.17
2001-06-01,1.0,1283.75,3.7995,8.2777,45.375,11450.0,34.05,47.015,119.24,0.5085,1.4184,0.8475,101.15
2001-06-08,1.0,1285.0,3.8,8.2767,45.12,11213.0,34.057,46.98,120.94,0.525,1.3784,0.8505,101.08
2001-06-15,1.0,1292.0,3.8,8.277,45.3,11260.0,34.44,47.0,122.93,0.5246,1.4031,0.861,101.02
2001-06-22,1.0,1303.0,3.8,8.2767,45.26,11355.0,34.47,47.0,124.5,0.5163,1.4132,0.8576,100.98
2001-06-29,1.0,1300.5,3.8,8.2767,45.28,11390.0,34.43,47.04,124.65,0.5119,1.4153,0.849,100.98
2001-07-06,1.0,1292.5,3.8005,8.2768,45.37,11335.0,34.47,47.135,125.87,0.5091,1.4118,0.8476,101.04
2001-07-13,1.0,1300.5,3.8005,8.2767,45.655,11330.0,34.981,47.165,124.94,0.5083,1.4037,0.8547,100.5
2001-07-20,1.0,1300.6,3.7995,8.2768,45.8,11145.0,34.962,47.13,122.98,0.5057,1.4277,0.8711,100.57
2001-07-27,1.0,1295.5,3.8005,8.277,45.655,10050.0,34.752,47.135,123.53,0.5086,1.4236,0.8774,100.77
2001-08-03,1.0,1278.7,3.8005,8.277,45.41,9520.0,34.66,47.115,123.66,0.5169,1.4293,0.8844,101.39
2001-08-10,1.0,1281.0,3.7995,8.2768,45.275,9110.0,34.613,47.12,122.01,0.5129,1.4232,0.8934,102.13
2001-08-17,1.0,1286.0,3.8005,8.277,44.83,8750.0,34.544,47.125,120.24,0.5358,1.4451,0.9182,102.3
2001-08-24,1.0,1281.5,3.7995,8.2773,44.365,8695.0,34.63,47.125,120.03,0.5346,1.443,0.9142,101.97
2001-08-31,1.0,1279.5,3.8005,8.2769,44.05,8863.0,34.545,47.135,118.79,0.5296,1.4539,0.9123,102.46
2001-09-07,1.0,1282.5,3.7995,8.2767,44.595,9125.0,34.66,47.265,120.0,0.5197,1.4616,0.9075,102.85
2001-09-14,1.0,1297.5,3.7995,8.2766,44.105,9115.0,34.57,47.815,117.35,0.5149,1.4682,0.9207,103.04
2001-09-21,1.0,1296.0,3.7995,8.2767,44.275,9415.0,34.572,48.015,116.58,0.4848,1.4567,0.9149,103.16
2001-09-28,1.0,1304.5,3.7995,8.2768,44.51,9715.0,34.545,47.86,119.56,0.4913,1.4744,0.9114,102.05
2001-10-05,1.0,1307.5,3.7995,8.2768,44.75,9865.0,34.556,48.005,120.51,0.5069,1.4842,0.9183,101.68
2001-10-12,1.0,1296.5,3.7995,8.2765,44.705,9970.0,34.545,48.03,121.12,0.5058,1.453,0.9115,99.99
2001-10-19,1.0,1299.5,3.8005,8.2768,44.75,10090.0,34.54,48.04,121.2,0.5089,1.433,0.8992,99.62
2001-10-26,1.0,1294.0,3.8005,8.277,44.875,10265.0,34.54,48.005,122.7,0.5027,1.4366,0.893,99.48
2001-11-02,1.0,1289.15,3.8001,8.2768,44.71,10675.0,34.526,47.99,121.73,0.5088,1.4628,0.9027,99.41
2001-11-09,1.0,1278.5,3.8005,8.2766,44.47,10410.0,34.495,48.0,120.32,0.515,1.4562,0.8939,99.74
2001-11-16,1.0,1277.5,3.8005,8.2771,44.5,10625.0,34.497,47.97,122.94,0.5225,1.4268,0.8843,99.33
2001-11-23,1.0,1274.6,3.7995,8.2769,44.15,10500.0,34.481,48.015,124.22,0.5181,1.4095,0.878,99.04
2001-11-30,1.0,1273.0,3.7995,8.2774,43.935,10465.0,34.463,47.925,123.48,0.5219,1.4241,0.8964,99.21
2001-12-07,1.0,1269.0,3.8,8.2772,43.84,10365.0,34.454,47.81,125.53,0.5144,1.4338,0.8902,99.07
2001-12-14,1.0,1280.5,3.8005,8.2768,43.805,10195.0,34.501,47.855,127.3,0.5199,1.4543,0.9039,99.15
2001-12-21,1.0,1301.5,3.8005,8.2767,44.0,10160.0,34.866,47.82,129.59,0.509,1.4411,0.8892,99.07
2001-12-28,1.0,1323.0,3.7995,8.277,44.2,10475.0,35.08,48.265,131.12,0.5106,1.4513,0.8855,99.22
2002-01-04,1.0,1302.5,3.7995,8.2767,43.88,10415.0,34.95,48.265,131.04,0.5207,1.4473,0.8949,99.0
2002-01-11,1.0,1310.5,3.7995,8.2769,43.98,10430.0,34.978,48.415,132.22,0.5202,1.4486,0.8924,99.18
2002-01-18,1.0,1318.0,3.8005,8.2767,43.96,10390.0,34.967,48.245,132.57,0.5145,1.4383,0.8848,99.95
2002-01-25,1.0,1327.5,3.7995,8.2765,44.07,10435.0,34.978,48.355,134.47,0.5168,1.4082,0.865,99.97
2002-02-01,1.0,1315.5,3.8005,8.2766,44.03,10330.0,34.889,48.525,133.07,0.5096,1.4162,0.8618,100.38
2002-02-08,1.0,1320.5,3.8005,8.2767,43.905,10250.0,34.994,48.705,134.71,0.5112,1.415,0.8722,100.37
2002-02-15,1.0,1311.5,3.8005,8.2768,43.6,10245.0,35.005,48.675,132.61,0.5175,1.432,0.8734,100.41
2002-02-22,1.0,1321.5,3.7995,8.2765,43.905,10210.0,35.108,48.755,134.15,0.5128,1.4327,0.8755,100.39
2002-03-01,1.0,1321.0,3.7995,8.2765,43.705,10100.0,35.065,48.725,133.46,0.5193,1.4177,0.8655,100.31
2002-03-08,1.0,1314.3,3.7995,8.2771,43.365,10015.0,34.934,48.725,128.65,0.5231,1.423,0.8749,100.16
2002-03-15,1.0,1319.1,3.8005,8.2775,43.24,9995.0,34.95,48.725,129.0,0.5263,1.4248,0.8828,100.1
2002-03-22,1.0,1328.4,3.8005,8.277,43.395,9825.0,35.027,48.77,132.88,0.5306,1.4258,0.8779,99.93
2002-03-29,1.0,1327.0,3.8005,8.2774,43.5,9825.0,34.95,48.815,132.73,0.5328,1.4259,0.8717,99.24
2002-04-05,1.0,1330.5,3.7995,8.277,43.55,9550.0,34.99,48.84,131.58,0.5306,1.4321,0.8783,99.12
2002-04-12,1.0,1329.5,3.7995,8.2772,43.535,9550.0,34.997,48.905,131.96,0.5344,1.4372,0.8794,99.22
2002-04-19,1.0,1312.1,3.8005,8.2775,43.295,9352.0,34.877,48.885,130.36,0.5406,1.4476,0.8926,99.29
2002-04-26,1.0,1297.65,3.8005,8.2773,43.22,9305.0,34.764,48.97,127.87,0.544,1.4582,0.9019,99.69
2002-05-03,1.0,1283.8,3.8,8.2773,43.005,9310.0,34.581,48.98,127.01,0.5395,1.469,0.9173,99.7
2002-05-10,1.0,1280.0,3.8005,8.2771,42.875,9285.0,34.563,48.965,127.59,0.545,1.4641,0.914,99.61
2002-05-17,1.0,1261.6,3.8005,8.2769,42.6,9090.0,34.446,48.985,125.98,0.5526,1.4579,0.9203,99.72
2002-05-24,1.0,1243.5,3.7995,8.2771,42.845,8945.0,34.298,48.995,124.73,0.5568,1.4581,0.9208,99.5
2002-05-31,1.0,1221.5,3.7995,8.2765,42.34,8830.0,33.972,49.045,124.22,0.5674,1.4553,0.9342,99.34
2002-06-07,1.0,1228.0,3.8005,8.277,42.385,8875.0,34.152,49.0185,124.33,0.5715,1.4596,0.9435,99.07
2002-06-14,1.0,1236.1,3.7995,8.2769,42.175,8660.0,34.102,48.995,124.13,0.5604,1.4774,0.9461,99.19
2002-06-21,1.0,1219.45,3.8005,8.2771,42.03,8630.0,33.851,48.92,121.11,0.5744,1.4976,0.9709,99.11
2002-06-28,1.0,1201.25,3.8005,8.2771,41.51,8713.0,33.542,48.885,119.47,0.5634,1.5335,0.9915,99.31
2002-07-05,1.0,1197.5,3.7995,8.2766,41.645,8860.0,33.414,48.815,120.43,0.5576,1.5222,0.9727,99.2
2002-07-12,1.0,1182.7,3.8005,8.2767,41.075,9075.0,33.278,48.8,116.88,0.5588,1.5543,0.9914,99.69
2002-07-19,1.0,1170.6,3.7995,8.2769,40.445,8775.0,33.013,48.74,115.88,0.5565,1.5771,1.0116,100.13
2002-07-26,1.0,1190.45,3.7995,8.2768,42.025,9150.0,33.665,48.67,118.8,0.5362,1.5657,0.9865,100.1
2002-08-02,1.0,1184.5,3.7995,8.2768,42.125,9070.0,33.672,48.655,118.85,0.5391,1.57,0.9867,99.95
2002-08-09,1.0,1202.0,3.8005,8.2766,42.355,8970.0,33.91,48.645,120.16,0.5357,1.5246,0.9701,100.01
2002-08-16,1.0,1188.95,3.8001,8.2768,41.78,8815.0,33.882,48.57,117.65,0.5461,1.5392,0.9847,100.31
2002-08-23,1.0,1202.55,3.7995,8.2767,42.285,8888.0,34.122,48.53,119.65,0.5433,1.5201,0.9731,100.52
2002-08-30,1.0,1201.95,3.7995,8.2768,42.19,8855.0,34.24,48.51,118.46,0.5505,1.5505,0.9823,100.43
2002-09-06,1.0,1196.5,3.7995,8.2772,42.275,8865.0,34.066,48.56,118.54,0.5478,1.5603,0.9819,100.44
2002-09-13,1.0,1203.85,3.8,8.2767,42.875,8975.0,34.395,48.44,121.7,0.5502,1.5519,0.9718,100.31
2002-09-20,1.0,1209.4,3.8005,8.2769,43.35,9033.0,34.771,48.415,123.4,0.5461,1.5546,0.9826,99.71
2002-09-27,1.0,1227.95,3.7995,8.2763,43.385,9018.0,34.92,48.37,122.52,0.5436,1.5609,0.9807,99.57
2002-10-04,1.0,1230.5,3.7995,8.277,43.515,9020.0,34.959,48.36,123.29,0.5468,1.5654,0.9788,99.32
2002-10-11,1.0,1259.3,3.7995,8.2769,43.875,9007.0,35.166,48.33,124.05,0.5497,1.5615,0.9875,99.15
2002-10-18,1.0,1246.9,3.8005,8.2767,43.755,9214.0,34.919,48.4,125.51,0.5506,1.5457,0.9714,99.23
2002-10-25,1.0,1231.75,3.8005,8.2771,43.445,9240.0,34.801,48.38,124.33,0.5557,1.5507,0.9758,99.91
2002-11-01,1.0,1220.5,3.8005,8.2772,43.275,9225.0,34.663,48.34,122.17,0.5595,1.5646,0.9966,100.12
2002-11-08,1.0,1198.5,3.7995,8.2772,42.97,9185.0,34.342,48.27,119.84,0.5641,1.5917,1.0132,100.19
2002-11-15,1.0,1210.0,3.8005,8.2771,43.425,9025.0,34.563,48.18,120.49,0.5636,1.5803,1.0098,99.79
2002-11-22,1.0,1211.95,3.8,8.2772,43.375,8985.0,34.752,48.19,122.81,0.5636,1.5803,0.9968,99.77
2002-11-29,1.0,1208.75,3.8005,8.2772,43.495,8978.0,34.811,48.32,122.55,0.561,1.5575,0.9943,99.98
2002-12-06,1.0,1221.0,3.7995,8.2772,43.575,8990.0,34.757,48.225,123.51,0.5616,1.5765,1.0091,99.93
2002-12-13,1.0,1204.5,3.8005,8.2772,43.275,8875.0,34.739,48.185,120.5,0.5653,1.5902,1.0241,100.05
2002-12-20,1.0,1204.7,3.8005,8.2774,43.115,8888.0,34.85,48.01,120.39,0.5638,1.6032,1.0276,100.48
2002-12-27,1.0,1198.0,3.7995,8.2772,43.26,8915.0,34.74,47.975,119.88,0.5613,1.6039,1.0441,100.74
2003-01-03,1.0,1196.95,3.8,8.2768,42.995,8928.0,34.804,48.0,119.63,0.5676,1.6113,1.0428,100.57
2003-01-10,1.0,1178.6,3.8,8.2771,42.785,8918.0,34.436,47.975,119.32,0.5836,1.6076,1.0576,100.31
