date;SGD;KRW;MYR;CNY;THB;IDR;TWD;INR;JPY;AUD;GBP;EUR
1992-03-13;1.6805;774.6;2.576;5.4892;25.68;2013;25.346;28.1;133.6;1.3231;0.5853;0.8003
1992-03-16;1.671;775.3;2.575;5.4892;25.69;2014;25.37;28.2;133.98;1.3243;0.5806;0.799
1992-03-17;1.665;776;2.5935;5.4892;25.68;2014;25.41;28.58;133.45;1.3163;0.5767;0.7923
1992-03-18;1.645;775.7;2.603;5.4837;25.68;2010;25.455;28.48;132.05;1.3146;0.5784;0.7924
1992-03-19;1.652;777;2.5905;5.4837;25.63;2011;25.47;28.6;133.27;1.3163;0.5849;0.8011
1992-03-20;1.6575;778;2.589;5.4929;25.63;2012;25.442;28.6;134.15;1.3165;0.5836;0.8075
1992-03-23;1.666;777.9;2.573;5.4929;25.68;2013;25.532;28.75;133.7;1.3144;0.5818;0.7987
1992-03-24;1.6655;773.8;2.576;5.4929;25.7;2013;25.542;29.25;133.69;1.3123;0.5812;0.799
1992-03-25;1.656;778.4;2.5765;5.4887;25.65;2013;25.485;29.25;133.35;1.3089;0.5774;0.794
1992-03-26;1.657;778.6;2.589;5.4837;25.66;2015;25.44;29;133.95;1.3092;0.58;0.7952
1992-03-27;1.6615;778.6;2.589;5.4837;25.63;2016;25.519;29;133.12;1.3045;0.5736;0.7892
1992-03-30;1.666;779;2.582;5.4812;25.66;2014;25.51;29.05;133.06;1.3009;0.5753;0.7923
1992-03-31;1.662;779.7;2.5815;5.4812;25.62;2014;25.48;28.7;132.92;1.2979;0.5759;0.7907
1992-04-01;1.656;779.6;2.585;5.4812;25.62;2014;25.45;29.1;134.5;1.3034;0.5794;0.794
1992-04-02;1.661;779.6;2.582;5.4812;25.62;2015;25.397;29;133.83;1.3036;0.578;0.7903
1992-04-03;1.6585;779.6;2.577;5.4812;25.68;2012;25.45;28.95;133.25;1.3055;0.5723;0.7832
1992-04-06;1.651;780.3;2.58;5.4812;25.66;2012;25.45;29;132.72;1.3115;0.572;0.778
1992-04-07;1.6525;781.5;2.5715;5.4812;25.66;2015;25.405;29;133.28;1.3092;0.5711;0.7816
1992-04-08;1.6535;773;2.5565;5.4812;25.62;2015;25.235;28.9;132.6;1.3173;0.5713;0.7799
1992-04-09;1.6515;782.9;2.55;5.4792;25.61;2015;25.16;29.05;132.23;1.3077;0.5659;0.7846
1992-04-10;1.654;784;2.548;5.4792;25.62;2016;25.202;29;132.9;1.3101;0.5669;0.7792
1992-04-13;1.652;784.3;2.551;5.5077;25.59;2016;25.275;29;133.28;1.3084;0.5678;0.7914
1992-04-14;1.658;784.9;2.547;5.5077;25.61;2016;25.295;29.05;132.79;1.3038;0.5669;0.7888
1992-04-15;1.653;785.2;2.548;5.5328;25.61;2017;25.255;28.95;133.39;1.3084;0.5697;0.7939
1992-04-16;1.6555;785.1;2.5545;5.5328;25.63;2017;25.235;28.97;133.9;1.3028;0.5722;0.7991
1992-04-17;1.664;784.3;2.5535;5.5328;25.65;2017;25.285;28.98;134;1.3043;0.5731;0.7991
1992-04-20;1.663;782.2;2.55;5.5328;25.62;2017;25.21;28.99;134.5;1.2995;0.571;0.7991
1992-04-21;1.659;782.4;2.547;5.5328;25.57;2018;25.278;28.7014;134.23;1.3068;0.5715;0.7976
1992-04-22;1.66;783.9;2.5455;5.5328;25.68;2019;25.26;28.7;134.15;1.3062;0.5674;0.7977
1992-04-23;1.6585;784.7;2.5385;5.5328;25.68;2020;25.24;28.85;134.53;1.3212;0.5664;0.7958
1992-04-24;1.6615;784.5;2.529;5.5254;25.66;2019;25.252;28.78;134.53;1.3238;0.5637;0.7915
1992-04-27;1.659;783.2;2.542;5.5254;25.68;2019;25.26;28.75;133.13;1.3228;0.5621;0.7905
1992-04-28;1.6545;783.6;2.536;5.5254;25.68;2021;25.25;28.8;133.33;1.3231;0.5627;0.7926
1992-04-29;1.6555;783.9;2.5255;5.5239;25.65;2020;25.236;28.7;133.5;1.316;0.5641;0.7929
1992-04-30;1.655;783.4;2.527;5.5239;25.64;2020;25.2;28.7;133.3;1.3217;0.5628;0.7927
1992-05-01;1.6595;783;2.524;5.5239;25.64;2020;25.17;28.7;132.75;1.32;0.5595;0.7868
1992-05-04;1.653;783.1;2.517;5.5239;25.59;2021;25.13;28.4;132.7;1.3214;0.5623;0.7868
1992-05-05;1.6545;778;2.5145;5.5239;25.61;2023;25.105;28.6;133.07;1.3193;0.5599;0.7846
1992-05-06;1.651;785.2;2.519;5.5388;25.61;2024;25.05;28.7;132.5;1.3243;0.5562;0.7822
1992-05-07;1.6515;786.9;2.521;5.5338;25.61;2024;25.018;28.7;132.7;1.3243;0.5575;0.7832
1992-05-08;1.6515;787;2.526;5.5338;25.6;2025;25.03;28.7;133.4;1.3268;0.5579;0.7883
1992-05-11;1.65;787.3;2.5375;5.5288;25.595;2026;24.907;28.7;133.17;1.3307;0.5571;0.7851
1992-05-12;1.6505;788.1;2.516;5.5288;25.63;2027;25.04;28.35;130.5;1.3294;0.5516;0.7783
1992-05-13;1.643;786.7;2.523;5.5138;25.63;2026;24.905;28.45;130.4;1.3275;0.5479;0.7761
1992-05-14;1.64;787.1;2.525;5.5138;25.55;2026;24.945;28.35;130.2;1.3198;0.5485;0.772
1992-05-15;1.638;787.8;2.526;5.5138;25.51;2025;24.965;28.3;130.25;1.3207;0.5487;0.7689
1992-05-18;1.64;788.3;2.52;5.5138;25.54;2025;24.958;28.4;128.8;1.3153;0.5445;0.7634
1992-05-19;1.633;789.4;2.522;5.5138;25.53;2027;24.99;28.45;129.1;1.3187;0.544;0.7615
1992-05-20;1.632;778.1;2.525;5.5138;25.49;2026;24.97;28.2;129.58;1.3238;0.5461;0.7656
1992-05-21;1.6298;787.5;2.5235;5.5138;25.51;2028;24.955;28.25;130.25;1.3187;0.5505;0.7722
1992-05-22;1.6328;788.7;2.5224;5.5138;25.51;2029;24.97;28.53;129.4;1.3198;0.5501;0.7739
1992-05-25;1.6357;785.5;2.522;5.5087;25.51;2029;24.976;28.65;129.15;1.3168;0.5496;0.7739
1992-05-26;1.6298;789.6;2.5215;5.5087;25.45;2028;24.92;28.7849;129.33;1.3161;0.5477;0.7708
1992-05-27;1.6295;790.1;2.53;5.5048;25.49;2029;24.91;28.78;129.95;1.32;0.5572;0.7812
1992-05-28;1.635;787.9;2.522;5.5048;25.49;2029;24.917;28.82;129.62;1.3191;0.554;0.7786
1992-05-29;1.637;787.9;2.5105;5.5048;25.54;2029;24.88;28.75;127.75;1.3196;0.5465;0.7675
1992-06-01;1.6287;788.2;2.546;5.5003;25.49;2029;24.876;28.75;127.45;1.318;0.5467;0.7699
1992-06-02;1.627;789.8;2.532;5.4937;25.42;2029;24.905;28.7;127.53;1.3193;0.5519;0.7686
1992-06-03;1.6325;790.9;2.5325;5.4937;25.44;2029;24.931;28.65;127.8;1.3094;0.5495;0.7698
1992-06-04;1.6295;791.1;2.524;5.4987;25.44;2031;24.915;28.7;127.57;1.3113;0.5473;0.7669
1992-06-05;1.628;792;2.522;5.4987;25.46;2030;24.935;28.7;126.8;1.311;0.5456;0.7618
1992-06-08;1.626;792.4;2.5185;5.4937;25.43;2030;24.885;28.68;127.2;1.3082;0.5451;0.7627
1992-06-09;1.6275;792.3;2.521;5.4937;25.42;2032;24.752;28.7;127.55;1.3105;0.5448;0.7624
1992-06-10;1.627;791.8;2.5225;5.4937;25.42;2033;24.705;28.45;127.65;1.313;0.5447;0.7632
1992-06-11;1.627;793.5;2.518;5.4937;25.44;2033;24.725;28.45;126.75;1.312;0.5405;0.7568
1992-06-12;1.627;794;2.5165;5.4937;25.44;2033;24.726;28.45;126.65;1.3158;0.5404;0.7561
1992-06-15;1.622;794;2.52;5.4937;25.39;2033;24.73;28.45;126.8;1.328;0.5383;0.7526
1992-06-16;1.622;794.3;2.519;5.4884;25.39;2030;24.72;28.45;126.7;1.3271;0.536;0.7529
1992-06-17;1.6252;795;2.5182;5.4884;25.4;2032;24.67;28.45;127.05;1.3259;0.5382;0.7544
1992-06-18;1.6233;795.6;2.5175;5.4884;25.37;2032;24.7;28.45;126.65;1.3263;0.5382;0.7504
1992-06-19;1.6222;796.1;2.5165;5.4884;25.37;2030;24.709;28.45;126.93;1.3301;0.5376;0.7516
1992-06-22;1.6228;796.1;2.5155;5.4884;25.41;2030;24.71;28.38;127.1;1.3308;0.5375;0.7511
1992-06-23;1.6203;796.3;2.512;5.4884;25.42;2034;24.726;28.3;127.23;1.3314;0.537;0.7506
1992-06-24;1.623;795.3;2.5095;5.4837;25.39;2032;24.714;28.35;126.68;1.3287;0.5318;0.7437
1992-06-25;1.6205;795.6;2.509;5.4758;25.4;2032;24.68;28.3;125.45;1.3328;0.5267;0.738
1992-06-26;1.6205;795.1;2.5093;5.4758;25.38;2033;24.625;28.4;125.72;1.3398;0.5277;0.7361
1992-06-29;1.6188;794.9;2.5062;5.4758;25.33;2036;24.66;28.45;125.25;1.3376;0.5248;0.7279
1992-06-30;1.6183;794.9;2.5047;5.4758;25.33;2036;24.62;28.8;125.87;1.3384;0.5249;0.7302
1992-07-01;1.6178;793.2;2.504;5.4758;25.3;2034;24.68;28.7;124.92;1.3378;0.5245;0.726
1992-07-02;1.618;791.2;2.5025;5.4758;25.225;2034;24.62;28.65;124.6;1.3468;0.5198;0.7257
1992-07-03;1.618;789.4;2.499;5.4758;25.3;2033;24.52;28.55;124.8;1.3438;0.5237;0.7282
1992-07-06;1.617;788.8;2.5015;5.4758;25.27;2034;24.545;28.5;124.55;1.3437;0.5235;0.7257
1992-07-07;1.613;789.9;2.4992;5.4758;25.31;2030;24.53;28.58;124.42;1.3464;0.5169;0.7194
1992-07-08;1.614;789.3;2.499;5.4758;25.27;2032;24.475;28.6;124.85;1.3374;0.5183;0.7166
1992-07-09;1.615;789.6;2.5;5.4636;25.24;2032;24.493;28.65;125.8;1.343;0.526;0.723
1992-07-10;1.6152;783.7;2.5008;5.472;25.27;2032;24.53;28.65;125.4;1.3398;0.52;0.7184
1992-07-13;1.616;790.2;2.498;5.4721;25.32;2031;24.688;28.65;124.95;1.341;0.5184;0.7112
1992-07-14;1.6115;790.5;2.498;5.4721;25.27;2037;24.791;28.65;125.3;1.3373;0.5208;0.7139
1992-07-15;1.613;790.8;2.499;5.4721;25.26;2036;24.7;28.65;125;1.3454;0.5204;0.7099
1992-07-16;1.6115;791;2.4965;5.4721;25.25;2031;24.755;28.65;125.45;1.343;0.5156;0.7093
1992-07-17;1.6088;786;2.495;5.4421;25.27;2030;24.72;28.65;124.55;1.3437;0.5124;0.7033
1992-07-20;1.6107;789.5;2.4995;5.4471;25.26;2030;24.705;28.55;125.25;1.3405;0.5242;0.7135
1992-07-21;1.614;789.8;2.4988;5.4471;25.22;2029;24.781;28.55;125.3;1.3382;0.524;0.7158
1992-07-22;1.614;790;2.4992;5.4421;25.29;2029;24.827;28.55;126.9;1.3362;0.5242;0.7155
1992-07-23;1.6133;789.7;2.4995;5.4383;25.29;2031;24.855;28.5;126.63;1.339;0.5227;0.7141
1992-07-24;1.6152;787.5;2.5028;5.4335;25.32;2037;24.911;28.45;128.1;1.3398;0.5277;0.7209
1992-07-27;1.6168;788.1;2.5005;5.4335;25.28;2030;24.94;28.5007;127.55;1.3419;0.521;0.7121
1992-07-28;1.6145;786.8;2.5013;5.4335;25.26;2032;24.948;28.4825;127.39;1.3437;0.5179;0.7088
1992-07-29;1.613;787.5;2.5015;5.4335;25.3;2032;24.959;28.4836;127.83;1.3457;0.5203;0.7106
1992-07-30;1.614;787.5;2.503;5.4335;25.4;2032;24.93;28.4822;127.55;1.3433;0.5191;0.7122
1992-07-31;1.6126;787.1;2.5009;5.4335;25.35;2032;24.936;28.4823;127.2;1.3439;0.5188;0.7082
1992-08-03;1.612;789.2;2.502;5.4335;25.33;2031;24.933;28.35;127.18;1.3441;0.5198;0.7093
1992-08-04;1.6115;789.3;2.5035;5.4483;25.33;2034;24.95;28.35;127.25;1.3481;0.5209;0.708
1992-08-05;1.6116;788;2.5015;5.4483;25.32;2031;24.978;28.4549;127.6;1.3596;0.5253;0.7091
1992-08-06;1.613;788;2.5035;5.4622;25.33;2031;25.02;28.4;127.7;1.3565;0.5221;0.7118
1992-08-07;1.6098;789.5;2.501;5.4587;25.33;2032;25.083;28.4211;127.48;1.3543;0.5175;0.7047
1992-08-10;1.61;789.5;2.5005;5.4587;25.33;2032;25.09;28.4246;127.92;1.3561;0.5178;0.705
1992-08-11;1.6113;790;2.5005;5.4587;25.33;2031;25.063;28.4531;128;1.3738;0.5186;0.7075
1992-08-12;1.611;789.5;2.501;5.4587;25.31;2031;25.12;28.4;127.27;1.3968;0.5177;0.7042
1992-08-13;1.61;790.3;2.501;5.4587;25.31;2032;25.13;28.4723;126.37;1.3931;0.5171;0.7021
1992-08-14;1.612;790.3;2.5005;5.4548;25.28;2032;25.118;28.4523;126.05;1.3875;0.5204;0.7063
1992-08-17;1.613;791.6;2.502;5.4548;25.28;2031;25.125;28.4;125.69;1.3822;0.5195;0.7038
1992-08-18;1.6104;790.9;2.5002;5.4548;25.28;2032;25.163;28.4552;126.17;1.3856;0.518;0.7014
1992-08-19;1.6105;790.3;2.501;5.4548;25.28;2032;25.195;28.4828;126.53;1.3785;0.5164;0.7006
1992-08-20;1.6077;791;2.4972;5.4548;25.28;2032;25.185;28.4675;126.5;1.3845;0.5152;0.6978
1992-08-21;1.6075;789.5;2.496;5.4436;25.24;2032;25.165;28.4834;125.73;1.3848;0.5102;0.6995
1992-08-24;1.603;789;2.49;5.4199;25.28;2031;25.115;28.4;124.53;1.3974;0.5017;0.6766
1992-08-25;1.6005;787.8;2.487;5.4199;25.2;2030;25.12;28.4838;124.51;1.4073;0.5023;0.6761
1992-08-26;1.6011;786.4;2.4892;5.4199;25.15;2031;25.145;28.4844;124.82;1.3941;0.5029;0.68
1992-08-27;1.5995;787;2.4925;5.4199;25.18;2030;25.154;28.5049;124.78;1.3953;0.505;0.6814
1992-08-28;1.6;787.6;2.495;5.4199;25.15;2030;25.128;28.6;123.3;1.3928;0.5046;0.6781
1992-08-31;1.5985;786.3;2.491;5.4199;25.11;2031;25.08;28.6;123.08;1.3978;0.5029;0.6781
1992-09-01;1.595;785;2.491;5.4199;25.15;2031;25.1;28.4806;122.88;1.3937;0.4992;0.6725
1992-09-02;1.5935;785.5;2.4902;5.4124;25.1;2031;25.086;28.4836;123.12;1.3928;0.499;0.6712
1992-09-03;1.597;786.1;2.4935;5.4437;25.13;2031;25.095;28.4821;124.15;1.3862;0.5038;0.6813
1992-09-04;1.598;784.5;2.493;5.4788;25.16;2035;25.125;28.4839;123.14;1.3879;0.4985;0.6787
1992-09-07;1.596;784.5;2.4931;5.4788;25.12;2035;25.12;28.4812;123.5;1.3926;0.5014;0.6765
1992-09-08;1.5915;784.3;2.4901;5.4788;25.1;2035;25.135;28.4759;122.87;1.4013;0.4984;0.6737
1992-09-09;1.593;784.2;2.491;5.4788;25.13;2035;25.16;28.35;123.37;1.3899;0.507;0.6825
1992-09-10;1.5938;784.2;2.494;5.5125;25.17;2037;25.19;28.4501;123;1.3858;0.5066;0.682
1992-09-11;1.5966;784.2;2.4964;5.5166;25.2;2038;25.24;28.452;124.31;1.3757;0.52;0.6971
1992-09-14;1.5975;785.8;2.51;5.5236;25.2;2038;25.267;28.4826;124.48;1.3624;0.5294;0.7211
1992-09-15;1.5957;786.2;2.5097;5.5236;25.25;2038;25.258;28.4829;124.34;1.3669;0.5375;0.7173
1992-09-16;1.6038;784.4;2.5171;5.5338;25.3;2040;25.269;28.5078;125.5;1.3701;0.5602;0.7373
1992-09-17;1.6015;784.4;2.51;5.5391;25.35;2045;25.291;28.35;124.4;1.3671;0.5618;0.7311
1992-09-18;1.61;784.1;2.52;5.5288;25.4;2045;25.27;28.35;124.48;1.3648;0.5764;0.7393
1992-09-21;1.6051;785.6;2.5151;5.5348;25.32;2036;25.27;28.4856;123.73;1.3781;0.5856;0.7341
1992-09-22;1.6;786.5;2.507;5.5348;25.3;2036;25.26;28.482;121.04;1.3801;0.5881;0.7355
1992-09-23;1.602;786.4;2.509;5.5348;25.3;2037;25.282;28.4836;120.07;1.3891;0.5834;0.7385
1992-09-24;1.6015;786.2;2.5095;5.5328;25.25;2045;25.283;28.4804;120.49;1.3832;0.5855;0.7338
1992-09-25;1.603;786.2;2.5105;5.5328;25.25;2045;25.271;28.4831;120.71;1.3822;0.5839;0.7293
1992-09-28;1.599;787.65;2.51;5.5328;25.25;2044;25.28;28.35;119.71;1.4006;0.5779;0.7157
1992-09-29;1.5966;786.6;2.4981;5.5227;25.2;2044;25.24;28.4552;119.31;1.4025;0.5616;0.7043
1992-09-30;1.5915;785.85;2.4955;5.514;25.15;2042;25.17;28.4633;120.07;1.4021;0.5627;0.7001
1992-10-01;1.5924;784.7;2.4985;5.514;25.17;2044;25.16;28.4748;119.87;1.4004;0.5769;0.7037
