date,KRW Curncy,MYR Curncy,CNY Curncy,THB Curncy,IDR Curncy,INR Curncy,TWD Curncy,JPY Curncy,EUR Curncy,AUD Curncy,GBP Curncy,USD Curncy
1995-04-17,559.2,2069.5,439.4,786.4,118.7,,570.1,3260.6,,274.4,375.7,2341.4
1995-04-18,559.2,2069.5,439.4,786.4,118.7,,570.1,3260.6,,274.4,375.7,2341.4
1995-04-19,559.2,2069.5,439.4,786.4,118.7,,570.1,3260.6,,274.4,375.7,2341.4
1995-04-20,559.2,2069.5,439.4,786.4,118.7,,570.1,3260.6,,274.4,375.7,2341.4
1995-04-21,559.2,2069.5,439.4,786.4,118.7,,570.1,3260.6,,274.4,375.7,2341.4
1995-04-24,559.2,2069.5,439.4,786.4,118.7,,570.1,3260.6,,274.4,375.7,2341.4
1995-04-25,559.2,2069.5,439.4,786.4,118.7,,570.1,3260.6,,274.4,375.7,2341.4
1995-04-26,559.2,2069.5,439.4,786.4,118.7,,570.1,3260.6,,274.4,375.7,2341.4
1995-04-27,559.2,2069.5,439.4,786.4,118.7,,570.1,3260.6,,274.4,375.7,2341.4
1995-04-28,559.2,2069.5,439.4,786.4,118.7,,570.1,3260.6,,274.4,375.7,2341.4
1995-05-01,613.8,2145.3,496.7,660.4,106.8,,503.8,3205,,183.1,343.1,2002.2
1995-05-02,613.8,2145.3,496.7,660.4,106.8,,503.8,3205,,183.1,343.1,2002.2
1995-05-03,613.8,2145.3,496.7,660.4,106.8,,503.8,3205,,183.1,343.1,2002.2
1995-05-04,613.8,2145.3,496.7,660.4,106.8,,503.8,3205,,183.1,343.1,2002.2
1995-05-05,613.8,2145.3,496.7,660.4,106.8,,503.8,3205,,183.1,343.1,2002.2
1995-05-08,613.8,2145.3,496.7,660.4,106.8,,503.8,3205,,183.1,343.1,2002.2
1995-05-09,613.8,2145.3,496.7,660.4,106.8,,503.8,3205,,183.1,343.1,2002.2
1995-05-10,613.8,2145.3,496.7,660.4,106.8,,503.8,3205,,183.1,343.1,2002.2
1995-05-11,613.8,2145.3,496.7,660.4,106.8,,503.8,3205,,183.1,343.1,2002.2
1995-05-12,613.8,2145.3,496.7,660.4,106.8,,503.8,3205,,183.1,343.1,2002.2
1995-05-15,613.8,2145.3,496.7,660.4,106.8,,503.8,3205,,183.1,343.1,2002.2
1995-05-16,613.8,2145.3,496.7,660.4,106.8,,503.8,3205,,183.1,343.1,2002.2
1995-05-17,613.8,2145.3,496.7,660.4,106.8,,503.8,3205,,183.1,343.1,2002.2
1995-05-18,613.8,2145.3,496.7,660.4,106.8,,503.8,3205,,183.1,343.1,2002.2
1995-05-19,613.8,2145.3,496.7,660.4,106.8,,503.8,3205,,183.1,343.1,2002.2
1995-05-22,613.8,2145.3,496.7,660.4,106.8,,503.8,3205,,183.1,343.1,2002.2
1995-05-23,613.8,2145.3,496.7,660.4,106.8,,503.8,3205,,183.1,343.1,2002.2
1995-05-24,613.8,2145.3,496.7,660.4,106.8,,503.8,3205,,183.1,343.1,2002.2
1995-05-25,613.8,2145.3,496.7,660.4,106.8,,503.8,3205,,183.1,343.1,2002.2
1995-05-26,613.8,2145.3,496.7,660.4,106.8,,503.8,3205,,183.1,343.1,2002.2
1995-05-29,613.8,2145.3,496.7,660.4,106.8,,503.8,3205,,183.1,343.1,2002.2
1995-05-30,613.8,2145.3,496.7,660.4,106.8,,503.8,3205,,183.1,343.1,2002.2
1995-05-31,623.3,2275.9,561.3,807.6,104.1,,602.3,3104.3,,220,392.1,2056.7
1995-06-01,623.3,2275.9,561.3,807.6,104.1,,602.3,3104.3,,220,392.1,2056.7
1995-06-02,623.3,2275.9,561.3,807.6,104.1,,602.3,3104.3,,220,392.1,2056.7
1995-06-05,623.3,2275.9,561.3,807.6,104.1,,602.3,3104.3,,220,392.1,2056.7
1995-06-06,623.3,2275.9,561.3,807.6,104.1,,602.3,3104.3,,220,392.1,2056.7
1995-06-07,623.3,2275.9,561.3,807.6,104.1,,602.3,3104.3,,220,392.1,2056.7
1995-06-08,623.3,2275.9,561.3,807.6,104.1,,602.3,3104.3,,220,392.1,2056.7
1995-06-09,623.3,2275.9,561.3,807.6,104.1,,602.3,3104.3,,220,392.1,2056.7
1995-06-12,623.3,2275.9,561.3,807.6,104.1,,602.3,3104.3,,220,392.1,2056.7
1995-06-13,623.3,2275.9,561.3,807.6,104.1,,602.3,3104.3,,220,392.1,2056.7
1995-06-14,623.3,2275.9,561.3,807.6,104.1,,602.3,3104.3,,220,392.1,2056.7
1995-06-15,623.3,2275.9,561.3,807.6,104.1,,602.3,3104.3,,220,392.1,2056.7
1995-06-16,623.3,2275.9,561.3,807.6,104.1,,602.3,3104.3,,220,392.1,2056.7
1995-06-19,623.3,2275.9,561.3,807.6,104.1,,602.3,3104.3,,220,392.1,2056.7
1995-06-20,623.3,2275.9,561.3,807.6,104.1,,602.3,3104.3,,220,392.1,2056.7
1995-06-21,623.3,2275.9,561.3,807.6,104.1,,602.3,3104.3,,220,392.1,2056.7
1995-06-22,623.3,2275.9,561.3,807.6,104.1,,602.3,3104.3,,220,392.1,2056.7
1995-06-23,623.3,2275.9,561.3,807.6,104.1,,602.3,3104.3,,220,392.1,2056.7
1995-06-26,623.3,2275.9,561.3,807.6,104.1,,602.3,3104.3,,220,392.1,2056.7
1995-06-27,623.3,2275.9,561.3,807.6,104.1,,602.3,3104.3,,220,392.1,2056.7
1995-06-28,623.3,2275.9,561.3,807.6,104.1,,602.3,3104.3,,220,392.1,2056.7
1995-06-29,623.3,2275.9,561.3,807.6,104.1,,602.3,3104.3,,220,392.1,2056.7
1995-06-30,593.1,2346.7,475.7,755.4,112.8,,568.2,3403.4,,159.1,382.7,2094.5
1995-07-03,593.1,2346.7,475.7,755.4,112.8,,568.2,3403.4,,159.1,382.7,2094.5
1995-07-04,593.1,2346.7,475.7,755.4,112.8,,568.2,3403.4,,159.1,382.7,2094.5
1995-07-05,593.1,2346.7,475.7,755.4,112.8,,568.2,3403.4,,159.1,382.7,2094.5
1995-07-06,593.1,2346.7,475.7,755.4,112.8,,568.2,3403.4,,159.1,382.7,2094.5
1995-07-07,593.1,2346.7,475.7,755.4,112.8,,568.2,3403.4,,159.1,382.7,2094.5
1995-07-10,593.1,2346.7,475.7,755.4,112.8,,568.2,3403.4,,159.1,382.7,2094.5
1995-07-11,593.1,2346.7,475.7,755.4,112.8,,568.2,3403.4,,159.1,382.7,2094.5
1995-07-12,593.1,2346.7,475.7,755.4,112.8,,568.2,3403.4,,159.1,382.7,2094.5
1995-07-13,593.1,2346.7,475.7,755.4,112.8,,568.2,3403.4,,159.1,382.7,2094.5
1995-07-14,593.1,2346.7,475.7,755.4,112.8,,568.2,3403.4,,159.1,382.7,2094.5
1995-07-17,593.1,2346.7,475.7,755.4,112.8,,568.2,3403.4,,159.1,382.7,2094.5
1995-07-18,593.1,2346.7,475.7,755.4,112.8,,568.2,3403.4,,159.1,382.7,2094.5
1995-07-19,593.1,2346.7,475.7,755.4,112.8,,568.2,3403.4,,159.1,382.7,2094.5
1995-07-20,593.1,2346.7,475.7,755.4,112.8,,568.2,3403.4,,159.1,382.7,2094.5
1995-07-21,593.1,2346.7,475.7,755.4,112.8,,568.2,3403.4,,159.1,382.7,2094.5
1995-07-24,593.1,2346.7,475.7,755.4,112.8,,568.2,3403.4,,159.1,382.7,2094.5
1995-07-25,593.1,2346.7,475.7,755.4,112.8,,568.2,3403.4,,159.1,382.7,2094.5
1995-07-26,593.1,2346.7,475.7,755.4,112.8,,568.2,3403.4,,159.1,382.7,2094.5
1995-07-27,593.1,2346.7,475.7,755.4,112.8,,568.2,3403.4,,159.1,382.7,2094.5
1995-07-28,593.1,2346.7,475.7,755.4,112.8,,568.2,3403.4,,159.1,382.7,2094.5
1995-07-31,723,2405.4,505.1,747.7,96.3,,689.7,3287.4,,245.9,427,2124.4
1995-08-01,723,2405.4,505.1,747.7,96.3,,689.7,3287.4,,245.9,427,2124.4
1995-08-02,723,2405.4,505.1,747.7,96.3,,689.7,3287.4,,245.9,427,2124.4
1995-08-03,723,2405.4,505.1,747.7,96.3,,689.7,3287.4,,245.9,427,2124.4
1995-08-04,723,2405.4,505.1,747.7,96.3,,689.7,3287.4,,245.9,427,2124.4
1995-08-07,723,2405.4,505.1,747.7,96.3,,689.7,3287.4,,245.9,427,2124.4
1995-08-08,723,2405.4,505.1,747.7,96.3,,689.7,3287.4,,245.9,427,2124.4
1995-08-09,723,2405.4,505.1,747.7,96.3,,689.7,3287.4,,245.9,427,2124.4
1995-08-10,723,2405.4,505.1,747.7,96.3,,689.7,3287.4,,245.9,427,2124.4
1995-08-11,723,2405.4,505.1,747.7,96.3,,689.7,3287.4,,245.9,427,2124.4
1995-08-14,723,2405.4,505.1,747.7,96.3,,689.7,3287.4,,245.9,427,2124.4
1995-08-15,723,2405.4,505.1,747.7,96.3,,689.7,3287.4,,245.9,427,2124.4
1995-08-16,723,2405.4,505.1,747.7,96.3,,689.7,3287.4,,245.9,427,2124.4
1995-08-17,723,2405.4,505.1,747.7,96.3,,689.7,3287.4,,245.9,427,2124.4
1995-08-18,723,2405.4,505.1,747.7,96.3,,689.7,3287.4,,245.9,427,2124.4
1995-08-21,723,2405.4,505.1,747.7,96.3,,689.7,3287.4,,245.9,427,2124.4
1995-08-22,723,2405.4,505.1,747.7,96.3,,689.7,3287.4,,245.9,427,2124.4
1995-08-23,723,2405.4,505.1,747.7,96.3,,689.7,3287.4,,245.9,427,2124.4
1995-08-24,723,2405.4,505.1,747.7,96.3,,689.7,3287.4,,245.9,427,2124.4
1995-08-25,723,2405.4,505.1,747.7,96.3,,689.7,3287.4,,245.9,427,2124.4
1995-08-28,723,2405.4,505.1,747.7,96.3,,689.7,3287.4,,245.9,427,2124.4
1995-08-29,723,2405.4,505.1,747.7,96.3,,689.7,3287.4,,245.9,427,2124.4
1995-08-30,723,2405.4,505.1,747.7,96.3,,689.7,3287.4,,245.9,427,2124.4
1995-08-31,758.2,2442.8,471.6,772.5,122.7,,650.1,3247.4,,211.7,377.3,2478.5
1995-09-01,758.2,2442.8,471.6,772.5,122.7,,650.1,3247.4,,211.7,377.3,2478.5
1995-09-04,758.2,2442.8,471.6,772.5,122.7,,650.1,3247.4,,211.7,377.3,2478.5
1995-09-05,758.2,2442.8,471.6,772.5,122.7,,650.1,3247.4,,211.7,377.3,2478.5
1995-09-06,758.2,2442.8,471.6,772.5,122.7,,650.1,3247.4,,211.7,377.3,2478.5
1995-09-07,758.2,2442.8,471.6,772.5,122.7,,650.1,3247.4,,211.7,377.3,2478.5
1995-09-08,758.2,2442.8,471.6,772.5,122.7,,650.1,3247.4,,211.7,377.3,2478.5
1995-09-11,758.2,2442.8,471.6,772.5,122.7,,650.1,3247.4,,211.7,377.3,2478.5
1995-09-12,758.2,2442.8,471.6,772.5,122.7,,650.1,3247.4,,211.7,377.3,2478.5
1995-09-13,758.2,2442.8,471.6,772.5,122.7,,650.1,3247.4,,211.7,377.3,2478.5
1995-09-14,758.2,2442.8,471.6,772.5,122.7,,650.1,3247.4,,211.7,377.3,2478.5
1995-09-15,758.2,2442.8,471.6,772.5,122.7,,650.1,3247.4,,211.7,377.3,2478.5
1995-09-18,758.2,2442.8,471.6,772.5,122.7,,650.1,3247.4,,211.7,377.3,2478.5
1995-09-19,758.2,2442.8,471.6,772.5,122.7,,650.1,3247.4,,211.7,377.3,2478.5
1995-09-20,758.2,2442.8,471.6,772.5,122.7,,650.1,3247.4,,211.7,377.3,2478.5
1995-09-21,758.2,2442.8,471.6,772.5,122.7,,650.1,3247.4,,211.7,377.3,2478.5
1995-09-22,758.2,2442.8,471.6,772.5,122.7,,650.1,3247.4,,211.7,377.3,2478.5
1995-09-25,758.2,2442.8,471.6,772.5,122.7,,650.1,3247.4,,211.7,377.3,2478.5
1995-09-26,758.2,2442.8,471.6,772.5,122.7,,650.1,3247.4,,211.7,377.3,2478.5
1995-09-27,758.2,2442.8,471.6,772.5,122.7,,650.1,3247.4,,211.7,377.3,2478.5
1995-09-28,758.2,2442.8,471.6,772.5,122.7,,650.1,3247.4,,211.7,377.3,2478.5
1995-09-29,758.2,2442.8,471.6,772.5,122.7,,650.1,3247.4,,211.7,377.3,2478.5
1995-10-02,678.7,2269.6,460,844.9,109.5,,632.9,3195.6,,242.2,397.1,2175.5
1995-10-03,678.7,2269.6,460,844.9,109.5,,632.9,3195.6,,242.2,397.1,2175.5
1995-10-04,678.7,2269.6,460,844.9,109.5,,632.9,3195.6,,242.2,397.1,2175.5
1995-10-05,678.7,2269.6,460,844.9,109.5,,632.9,3195.6,,242.2,397.1,2175.5
1995-10-06,678.7,2269.6,460,844.9,109.5,,632.9,3195.6,,242.2,397.1,2175.5
1995-10-09,678.7,2269.6,460,844.9,109.5,,632.9,3195.6,,242.2,397.1,2175.5
1995-10-10,678.7,2269.6,460,844.9,109.5,,632.9,3195.6,,242.2,397.1,2175.5
1995-10-11,678.7,2269.6,460,844.9,109.5,,632.9,3195.6,,242.2,397.1,2175.5
1995-10-12,678.7,2269.6,460,844.9,109.5,,632.9,3195.6,,242.2,397.1,2175.5
1995-10-13,678.7,2269.6,460,844.9,109.5,,632.9,3195.6,,242.2,397.1,2175.5
1995-10-16,678.7,2269.6,460,844.9,109.5,,632.9,3195.6,,242.2,397.1,2175.5
1995-10-17,678.7,2269.6,460,844.9,109.5,,632.9,3195.6,,242.2,397.1,2175.5
1995-10-18,678.7,2269.6,460,844.9,109.5,,632.9,3195.6,,242.2,397.1,2175.5
1995-10-19,678.7,2269.6,460,844.9,109.5,,632.9,3195.6,,242.2,397.1,2175.5
1995-10-20,678.7,2269.6,460,844.9,109.5,,632.9,3195.6,,242.2,397.1,2175.5
1995-10-23,678.7,2269.6,460,844.9,109.5,,632.9,3195.6,,242.2,397.1,2175.5
1995-10-24,678.7,2269.6,460,844.9,109.5,,632.9,3195.6,,242.2,397.1,2175.5
1995-10-25,678.7,2269.6,460,844.9,109.5,,632.9,3195.6,,242.2,397.1,2175.5
1995-10-26,678.7,2269.6,460,844.9,109.5,,632.9,3195.6,,242.2,397.1,2175.5
1995-10-27,678.7,2269.6,460,844.9,109.5,,632.9,3195.6,,242.2,397.1,2175.5
1995-10-30,678.7,2269.6,460,844.9,109.5,,632.9,3195.6,,242.2,397.1,2175.5
1995-10-31,691.8,2381.4,505.7,792.6,112.8,,685.9,3248.5,,213.6,419.4,2678.6
1995-11-01,691.8,2381.4,505.7,792.6,112.8,,685.9,3248.5,,213.6,419.4,2678.6
1995-11-02,691.8,2381.4,505.7,792.6,112.8,,685.9,3248.5,,213.6,419.4,2678.6
1995-11-03,691.8,2381.4,505.7,792.6,112.8,,685.9,3248.5,,213.6,419.4,2678.6
1995-11-06,691.8,2381.4,505.7,792.6,112.8,,685.9,3248.5,,213.6,419.4,2678.6
1995-11-07,691.8,2381.4,505.7,792.6,112.8,,685.9,3248.5,,213.6,419.4,2678.6
1995-11-08,691.8,2381.4,505.7,792.6,112.8,,685.9,3248.5,,213.6,419.4,2678.6
1995-11-09,691.8,2381.4,505.7,792.6,112.8,,685.9,3248.5,,213.6,419.4,2678.6
1995-11-10,691.8,2381.4,505.7,792.6,112.8,,685.9,3248.5,,213.6,419.4,2678.6
1995-11-13,691.8,2381.4,505.7,792.6,112.8,,685.9,3248.5,,213.6,419.4,2678.6
1995-11-14,691.8,2381.4,505.7,792.6,112.8,,685.9,3248.5,,213.6,419.4,2678.6
1995-11-15,691.8,2381.4,505.7,792.6,112.8,,685.9,3248.5,,213.6,419.4,2678.6
1995-11-16,691.8,2381.4,505.7,792.6,112.8,,685.9,3248.5,,213.6,419.4,2678.6
1995-11-17,691.8,2381.4,505.7,792.6,112.8,,685.9,3248.5,,213.6,419.4,2678.6
1995-11-20,691.8,2381.4,505.7,792.6,112.8,,685.9,3248.5,,213.6,419.4,2678.6
1995-11-21,691.8,2381.4,505.7,792.6,112.8,,685.9,3248.5,,213.6,419.4,2678.6
1995-11-22,691.8,2381.4,505.7,792.6,112.8,,685.9,3248.5,,213.6,419.4,2678.6
1995-11-23,691.8,2381.4,505.7,792.6,112.8,,685.9,3248.5,,213.6,419.4,2678.6
1995-11-24,691.8,2381.4,505.7,792.6,112.8,,685.9,3248.5,,213.6,419.4,2678.6
1995-11-27,691.8,2381.4,505.7,792.6,112.8,,685.9,3248.5,,213.6,419.4,2678.6
1995-11-28,691.8,2381.4,505.7,792.6,112.8,,685.9,3248.5,,213.6,419.4,2678.6
1995-11-29,691.8,2381.4,505.7,792.6,112.8,,685.9,3248.5,,213.6,419.4,2678.6
1995-11-30,711.5,2400.1,540.7,816.3,112.5,,719.4,3070.9,,212.3,458,2521.2
1995-12-01,711.5,2400.1,540.7,816.3,112.5,,719.4,3070.9,,212.3,458,2521.2
1995-12-04,711.5,2400.1,540.7,816.3,112.5,,719.4,3070.9,,212.3,458,2521.2
1995-12-05,711.5,2400.1,540.7,816.3,112.5,,719.4,3070.9,,212.3,458,2521.2
1995-12-06,711.5,2400.1,540.7,816.3,112.5,,719.4,3070.9,,212.3,458,2521.2
1995-12-07,711.5,2400.1,540.7,816.3,112.5,,719.4,3070.9,,212.3,458,2521.2
1995-12-08,711.5,2400.1,540.7,816.3,112.5,,719.4,3070.9,,212.3,458,2521.2
1995-12-11,711.5,2400.1,540.7,816.3,112.5,,719.4,3070.9,,212.3,458,2521.2
1995-12-12,711.5,2400.1,540.7,816.3,112.5,,719.4,3070.9,,212.3,458,2521.2
1995-12-13,711.5,2400.1,540.7,816.3,112.5,,719.4,3070.9,,212.3,458,2521.2
1995-12-14,711.5,2400.1,540.7,816.3,112.5,,719.4,3070.9,,212.3,458,2521.2
1995-12-15,711.5,2400.1,540.7,816.3,112.5,,719.4,3070.9,,212.3,458,2521.2
1995-12-18,711.5,2400.1,540.7,816.3,112.5,,719.4,3070.9,,212.3,458,2521.2
1995-12-19,711.5,2400.1,540.7,816.3,112.5,,719.4,3070.9,,212.3,458,2521.2
1995-12-20,711.5,2400.1,540.7,816.3,112.5,,719.4,3070.9,,212.3,458,2521.2
1995-12-21,711.5,2400.1,540.7,816.3,112.5,,719.4,3070.9,,212.3,458,2521.2
1995-12-22,711.5,2400.1,540.7,816.3,112.5,,719.4,3070.9,,212.3,458,2521.2
1995-12-25,711.5,2400.1,540.7,816.3,112.5,,719.4,3070.9,,212.3,458,2521.2
1995-12-26,711.5,2400.1,540.7,816.3,112.5,,719.4,3070.9,,212.3,458,2521.2
1995-12-27,711.5,2400.1,540.7,816.3,112.5,,719.4,3070.9,,212.3,458,2521.2
1995-12-28,711.5,2400.1,540.7,816.3,112.5,,719.4,3070.9,,212.3,458,2521.2
1995-12-29,711.5,2400.1,540.7,816.3,112.5,,719.4,3070.9,,212.3,458,2521.2
1996-01-01,738,2423.9,520.3,841.3,109.3,,707,3279,,240.3,414.2,2314.6
1996-01-02,738,2423.9,520.3,841.3,109.3,,707,3279,,240.3,414.2,2314.6
1996-01-03,738,2423.9,520.3,841.3,109.3,,707,3279,,240.3,414.2,2314.6
1996-01-04,738,2423.9,520.3,841.3,109.3,,707,3279,,240.3,414.2,2314.6
1996-01-05,738,2423.9,520.3,841.3,109.3,,707,3279,,240.3,414.2,2314.6
1996-01-08,738,2423.9,520.3,841.3,109.3,,707,3279,,240.3,414.2,2314.6
1996-01-09,738,2423.9,520.3,841.3,109.3,,707,3279,,240.3,414.2,2314.6
1996-01-10,738,2423.9,520.3,841.3,109.3,,707,3279,,240.3,414.2,2314.6
1996-01-11,738,2423.9,520.3,841.3,109.3,,707,3279,,240.3,414.2,2314.6
1996-01-12,738,2423.9,520.3,841.3,109.3,,707,3279,,240.3,414.2,2314.6
1996-01-15,738,2423.9,520.3,841.3,109.3,,707,3279,,240.3,414.2,2314.6
1996-01-16,738,2423.9,520.3,841.3,109.3,,707,3279,,240.3,414.2,2314.6
1996-01-17,738,2423.9,520.3,841.3,109.3,,707,3279,,240.3,414.2,2314.6
1996-01-18,738,2423.9,520.3,841.3,109.3,,707,3279,,240.3,414.2,2314.6
1996-01-19,738,2423.9,520.3,841.3,109.3,,707,3279,,240.3,414.2,2314.6
1996-01-22,738,2423.9,520.3,841.3,109.3,,707,3279,,240.3,414.2,2314.6
1996-01-23,738,2423.9,520.3,841.3,109.3,,707,3279,,240.3,414.2,2314.6
1996-01-24,738,2423.9,520.3,841.3,109.3,,707,3279,,240.3,414.2,2314.6
1996-01-25,738,2423.9,520.3,841.3,109.3,,707,3279,,240.3,414.2,2314.6
1996-01-26,738,2423.9,520.3,841.3,109.3,,707,3279,,240.3,414.2,2314.6
1996-01-29,738,2423.9,520.3,841.3,109.3,,707,3279,,240.3,414.2,2314.6
1996-01-30,738,2423.9,520.3,841.3,109.3,,707,3279,,240.3,414.2,2314.6
1996-01-31,569,2500.7,556.2,843.9,134.8,,673.5,2805.3,,209.9,430.2,2522
1996-02-01,569,2500.7,556.2,843.9,134.8,,673.5,2805.3,,209.9,430.2,2522
1996-02-02,569,2500.7,556.2,843.9,134.8,,673.5,2805.3,,209.9,430.2,2522
1996-02-05,569,2500.7,556.2,843.9,134.8,,673.5,2805.3,,209.9,430.2,2522
1996-02-06,569,2500.7,556.2,843.9,134.8,,673.5,2805.3,,209.9,430.2,2522
1996-02-07,569,2500.7,556.2,843.9,134.8,,673.5,2805.3,,209.9,430.2,2522
